,time,wind_x_dir,wind_y_dir,wind_z_dir
0,0.0,-4.9809734904587275,-0.4357787137382908,0.0
1,2.0,-5.383916062207675,-0.6741026866282964,0.3789218642283269
2,4.0,-4.554501588443273,-1.1559335141312115,-0.1512456432223273
3,6.0,-3.9805509430453325,-2.936704860325868,-0.36984651583450245
4,8.0,-3.639140068424011,-1.1237518688685757,-0.054746353848499255
5,10.0,-5.80361834271188,0.24217059212478487,-0.19368617483714365
