,time,wind_x_dir,wind_y_dir,wind_z_dir
0,0.0,-3.6739403974420594e-16,-6.0,0.0
1,5.0,-0.5363259531919196,-6.628024068857879,0.7311415776968481
2,10.0,0.4582386207639347,-7.161292874610771,-0.09796106196619629
